tx_id	hiND14_RFP_wt_rep1	hiND14_RFP_wt_rep2	hiND14_RFP_wt_rep3	hiND14_RFP_Nterm_rep1	hiND14_RFP_Nterm_rep2	hiND14_RFP_Nterm_rep3	hiND14_wt_rep1_RNA	hiND14_wt_rep3_RNA	hiND14_Nterm_rep2_RNA	hiND14_wt_rep2_RNA	hiND14_Nterm_rep3_RNA	hiND14_Nterm_rep1_RNA
ENST00000453757	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000231021	11.0	14.0	10.0	10.0	11.0	10.0	4.0	7.0	3.0	5.0	7.0	6.0
ENST00000373574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000379158	347.0	459.0	364.0	340.0	315.0	358.0	386.0	402.0	314.0	359.0	323.0	317.0
ENST00000360187	354.0	350.0	302.0	268.0	316.0	389.0	1096.0	1129.0	1006.0	1007.0	1093.0	1097.0
ENST00000372733	3292.0	4062.0	3501.0	2873.0	3045.0	2846.0	6939.0	6028.0	3948.0	5587.0	3445.0	4051.0
ENST00000418265	1.0	0.0	0.0	0.0	0.0	0.0	826.0	777.0	527.0	687.0	549.0	569.0
ENST00000357814	256.0	390.0	294.0	238.0	244.0	278.0	500.0	549.0	364.0	433.0	382.0	378.0
ENST00000367025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ENST00000359904	772.0	924.0	714.0	667.0	591.0	691.0	1943.0	1828.0	1322.0	1608.0	1354.0	1345.0
ENST00000377939	10.0	15.0	6.0	9.0	5.0	11.0	58.0	61.0	68.0	65.0	53.0	63.0
ENST00000279396	250.0	461.0	326.0	318.0	377.0	387.0	707.0	721.0	498.0	692.0	630.0	577.0
ENST00000301011	949.0	1165.0	1094.0	806.0	886.0	1127.0	1587.0	1460.0	1144.0	1263.0	1112.0	1137.0
ENST00000371201	1.0	3.0	5.0	9.0	11.0	6.0	0.0	7.0	1.0	6.0	3.0	4.0
ENST00000650167	1474.0	1590.0	1432.0	1140.0	1214.0	1493.0	2117.0	2154.0	1596.0	1868.0	1839.0	1811.0
ENST00000299192	443.0	543.0	434.0	438.0	466.0	554.0	476.0	508.0	413.0	412.0	433.0	419.0
ENST00000458013	1100.0	1442.0	1173.0	1101.0	1147.0	1304.0	1326.0	1380.0	1132.0	1235.0	1235.0	1152.0
ENST00000683778	269.0	241.0	228.0	233.0	258.0	234.0	383.0	369.0	323.0	373.0	265.0	292.0
ENST00000355585	402.0	545.0	407.0	236.0	310.0	283.0	836.0	828.0	466.0	724.0	475.0	440.0
ENST00000265343	4162.0	4869.0	3950.0	3525.0	3417.0	4286.0	7759.0	7328.0	5610.0	6697.0	6166.0	5887.0
ENST00000674939	2.0	3.0	3.0	3.0	6.0	6.0	3.0	7.0	8.0	5.0	23.0	4.0
ENST00000264399	175.0	210.0	183.0	167.0	132.0	183.0	239.0	229.0	198.0	231.0	214.0	183.0
ENST00000319190	320.0	447.0	352.0	298.0	279.0	323.0	932.0	887.0	695.0	860.0	681.0	683.0
ENST00000374980	2765.0	3047.0	2538.0	2465.0	2457.0	2714.0	3124.0	2833.0	2390.0	2739.0	2379.0	2464.0
ENST00000376259	10.0	15.0	5.0	6.0	6.0	5.0	15.0	23.0	14.0	17.0	4.0	7.0
ENST00000263326	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000397443	1714.0	2320.0	1709.0	1433.0	1642.0	1742.0	2745.0	2691.0	2029.0	2652.0	2194.0	1924.0
ENST00000290130	179.0	240.0	205.0	172.0	195.0	184.0	235.0	192.0	167.0	170.0	185.0	157.0
ENST00000622269	35.0	54.0	38.0	36.0	55.0	55.0	10.0	19.0	11.0	7.0	12.0	20.0
ENST00000226796	330.0	379.0	325.0	314.0	309.0	353.0	215.0	182.0	142.0	153.0	153.0	125.0
ENST00000641027	0.0	0.0	0.0	1.0	0.0	1.0	1.0	2.0	1.0	0.0	1.0	1.0
ENST00000323022	3.0	1.0	0.0	2.0	0.0	2.0	2.0	5.0	3.0	2.0	1.0	0.0
ENST00000223026	3.0	7.0	1.0	3.0	2.0	4.0	0.0	1.0	0.0	4.0	3.0	0.0
ENST00000401548	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
ENST00000333129	294.0	435.0	316.0	200.0	261.0	299.0	660.0	736.0	487.0	715.0	534.0	488.0
ENST00000321535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000418532	553.0	752.0	600.0	587.0	548.0	725.0	656.0	653.0	532.0	559.0	619.0	524.0
ENST00000640559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000262776	3005.0	4044.0	3342.0	2803.0	2996.0	3347.0	2555.0	2367.0	1772.0	2214.0	1885.0	1607.0
ENST00000434772	48.0	59.0	52.0	33.0	42.0	61.0	172.0	167.0	143.0	191.0	174.0	180.0
ENST00000293255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000649294	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	44.0	9.0	20.0	0.0
ENST00000311308	231.0	396.0	333.0	349.0	327.0	403.0	380.0	395.0	311.0	313.0	417.0	309.0
ENST00000332503	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000269127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000395310	7579.0	9017.0	7501.0	6447.0	6746.0	7238.0	7811.0	7213.0	5442.0	6752.0	5703.0	5627.0
ENST00000370396	271.0	338.0	253.0	221.0	220.0	254.0	233.0	250.0	208.0	197.0	189.0	204.0
ENST00000322536	538.0	696.0	536.0	474.0	525.0	616.0	461.0	453.0	340.0	408.0	346.0	369.0
ENST00000477922	2.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	3.0	9.0	12.0	3.0
ENST00000368599	30.0	33.0	22.0	28.0	25.0	20.0	37.0	28.0	20.0	24.0	12.0	25.0
ENST00000305242	17.0	11.0	17.0	18.0	9.0	14.0	7.0	6.0	12.0	12.0	13.0	7.0
ENST00000296930	1321.0	1429.0	1326.0	1319.0	1362.0	1476.0	9792.0	9209.0	6974.0	8332.0	7719.0	7695.0
ENST00000598418	58.0	108.0	58.0	72.0	91.0	89.0	102.0	83.0	43.0	78.0	80.0	80.0
ENST00000358120	78.0	96.0	67.0	28.0	32.0	40.0	45.0	52.0	15.0	36.0	24.0	22.0
ENST00000423381	1281.0	1818.0	1536.0	1271.0	1410.0	1659.0	2031.0	2029.0	1676.0	1886.0	2060.0	1736.0
ENST00000374492	217.0	321.0	242.0	221.0	224.0	272.0	446.0	453.0	259.0	357.0	292.0	316.0
ENST00000281171	1273.0	1406.0	1297.0	1279.0	1468.0	2001.0	1070.0	1248.0	1205.0	973.0	1462.0	1236.0
ENST00000429565	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000394767	1652.0	2078.0	1842.0	1833.0	1615.0	2134.0	2750.0	2729.0	1987.0	2468.0	2628.0	2445.0
ENST00000399506	1205.0	1674.0	1426.0	1307.0	1274.0	1572.0	4357.0	4456.0	3038.0	3529.0	4149.0	3465.0
ENST00000641895	8.0	12.0	9.0	5.0	12.0	9.0	97.0	113.0	89.0	94.0	103.0	103.0
ENST00000388995	421.0	487.0	391.0	312.0	352.0	348.0	877.0	773.0	600.0	746.0	491.0	551.0
ENST00000311124	187.0	293.0	276.0	242.0	291.0	373.0	293.0	334.0	311.0	278.0	344.0	254.0
ENST00000292779	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	3.0
ENST00000324134	0.0	0.0	0.0	1.0	0.0	1.0	4.0	2.0	1.0	0.0	0.0	0.0
ENST00000266079	2700.0	3631.0	3149.0	3017.0	2871.0	3801.0	4256.0	4160.0	3215.0	3651.0	3566.0	3377.0
ENST00000651968	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
ENST00000379221	565.0	738.0	608.0	482.0	513.0	630.0	832.0	894.0	642.0	747.0	788.0	633.0
ENST00000371755	793.0	1007.0	797.0	572.0	606.0	647.0	1767.0	1585.0	892.0	1497.0	903.0	926.0
ENST00000264110	1216.0	1495.0	1229.0	1194.0	1178.0	1462.0	1835.0	2132.0	1600.0	1740.0	2024.0	1807.0
ENST00000641683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000381809	830.0	1066.0	798.0	640.0	691.0	803.0	1988.0	1988.0	1492.0	1788.0	1494.0	1467.0
ENST00000280358	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	4.0	0.0
ENST00000517417	5.0	4.0	9.0	3.0	6.0	8.0	79.0	68.0	48.0	69.0	100.0	50.0
ENST00000313654	102.0	89.0	94.0	37.0	63.0	63.0	205.0	177.0	81.0	163.0	66.0	113.0
ENST00000351698	624.0	795.0	661.0	581.0	654.0	753.0	1248.0	1270.0	921.0	1072.0	1117.0	1022.0
ENST00000381669	152.0	224.0	174.0	177.0	155.0	196.0	217.0	191.0	148.0	177.0	192.0	150.0
ENST00000370626	176.0	228.0	183.0	170.0	155.0	145.0	269.0	206.0	127.0	214.0	186.0	167.0
ENST00000641461	0.0	0.0	1.0	1.0	0.0	1.0	24.0	25.0	11.0	24.0	15.0	23.0
ENST00000374906	5.0	1.0	7.0	4.0	4.0	3.0	36.0	52.0	25.0	19.0	43.0	32.0
ENST00000216629	4.0	3.0	1.0	2.0	3.0	0.0	9.0	17.0	11.0	18.0	9.0	8.0
ENST00000232854	149.0	229.0	169.0	157.0	135.0	138.0	518.0	584.0	395.0	500.0	486.0	432.0
ENST00000358789	14.0	28.0	20.0	15.0	12.0	15.0	27.0	32.0	23.0	16.0	14.0	20.0
ENST00000223398	1444.0	1927.0	1682.0	1711.0	1694.0	2086.0	5394.0	5623.0	4305.0	4373.0	5288.0	4552.0
ENST00000265431	480.0	632.0	492.0	633.0	596.0	852.0	298.0	359.0	363.0	286.0	469.0	385.0
ENST00000299853	343.0	478.0	372.0	365.0	342.0	411.0	695.0	651.0	523.0	590.0	597.0	553.0
ENST00000458493	1.0	0.0	0.0	2.0	0.0	0.0	70.0	92.0	34.0	67.0	69.0	44.0
ENST00000319212	407.0	544.0	430.0	391.0	382.0	506.0	656.0	682.0	517.0	593.0	600.0	594.0
ENST00000280362	626.0	830.0	649.0	648.0	710.0	869.0	486.0	540.0	432.0	460.0	490.0	462.0
ENST00000284509	82.0	92.0	60.0	38.0	31.0	31.0	121.0	112.0	43.0	107.0	46.0	51.0
ENST00000261593	286.0	393.0	295.0	269.0	267.0	309.0	562.0	555.0	370.0	433.0	449.0	419.0
ENST00000319550	745.0	871.0	635.0	573.0	561.0	625.0	562.0	561.0	443.0	593.0	419.0	427.0
ENST00000423484	8.0	2.0	4.0	2.0	3.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
ENST00000496514	38.0	59.0	50.0	20.0	32.0	23.0	72.0	45.0	25.0	59.0	26.0	26.0
ENST00000296424	235.0	330.0	194.0	173.0	194.0	203.0	191.0	137.0	94.0	182.0	103.0	105.0
ENST00000357495	18.0	13.0	15.0	12.0	12.0	10.0	2035.0	2095.0	1566.0	1628.0	1751.0	1672.0
ENST00000580553	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0
ENST00000372592	32.0	61.0	33.0	24.0	36.0	31.0	38.0	37.0	19.0	23.0	15.0	12.0
ENST00000278193	2029.0	2474.0	2202.0	2176.0	2105.0	2713.0	1836.0	1861.0	1608.0	1633.0	1863.0	1503.0
ENST00000383814	116.0	200.0	139.0	118.0	126.0	143.0	185.0	227.0	150.0	203.0	159.0	126.0
ENST00000244314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000376896	9.0	12.0	7.0	9.0	16.0	8.0	25.0	26.0	22.0	17.0	20.0	17.0
ENST00000456806	1.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	2.0	0.0	1.0
ENST00000616721	1.0	1.0	3.0	1.0	0.0	2.0	35.0	42.0	34.0	21.0	22.0	17.0
ENST00000369406	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
ENST00000369799	2233.0	2837.0	2131.0	1823.0	1678.0	1931.0	2737.0	2832.0	1950.0	2621.0	2058.0	1858.0
ENST00000361132	101.0	153.0	124.0	122.0	125.0	136.0	282.0	281.0	193.0	223.0	185.0	209.0
ENST00000676266	160.0	226.0	185.0	162.0	156.0	177.0	491.0	492.0	372.0	454.0	462.0	422.0
ENST00000683345	170.0	219.0	187.0	177.0	177.0	172.0	827.0	833.0	641.0	808.0	726.0	685.0
ENST00000381750	728.0	955.0	712.0	637.0	607.0	658.0	576.0	565.0	375.0	462.0	403.0	386.0
ENST00000651503	78.0	122.0	76.0	55.0	58.0	63.0	123.0	98.0	62.0	119.0	64.0	82.0
ENST00000582401	6970.0	8416.0	7314.0	5221.0	5137.0	5397.0	9616.0	9111.0	4798.0	8391.0	4678.0	5210.0
ENST00000279791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000243938	1.0	1.0	0.0	0.0	0.0	0.0	3.0	2.0	2.0	5.0	1.0	0.0
ENST00000683896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000263997	264.0	344.0	277.0	214.0	234.0	253.0	694.0	684.0	504.0	625.0	561.0	497.0
ENST00000325805	907.0	1113.0	775.0	627.0	644.0	713.0	1847.0	1627.0	1150.0	1640.0	1141.0	1209.0
ENST00000251412	91.0	145.0	117.0	93.0	91.0	124.0	411.0	431.0	297.0	421.0	374.0	335.0
ENST00000370629	7.0	6.0	8.0	3.0	8.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000330020	0.0	0.0	0.0	0.0	1.0	0.0	1.0	3.0	4.0	3.0	1.0	11.0
ENST00000330181	0.0	0.0	0.0	0.0	0.0	0.0	775.0	761.0	485.0	662.0	488.0	424.0
ENST00000228027	48.0	72.0	55.0	46.0	67.0	65.0	81.0	97.0	83.0	69.0	102.0	88.0
ENST00000472726	128.0	109.0	116.0	102.0	127.0	153.0	8686.0	8980.0	6946.0	7885.0	8590.0	7896.0
ENST00000445946	40.0	40.0	31.0	22.0	26.0	20.0	95.0	122.0	67.0	109.0	52.0	72.0
ENST00000425639	1.0	0.0	4.0	4.0	3.0	5.0	0.0	2.0	5.0	0.0	8.0	3.0
ENST00000339917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000641200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000370978	352.0	453.0	374.0	304.0	343.0	449.0	219.0	235.0	199.0	186.0	234.0	211.0
ENST00000244336	0.0	0.0	0.0	0.0	0.0	0.0	11.0	7.0	13.0	5.0	5.0	10.0
ENST00000272641	8.0	9.0	11.0	8.0	11.0	9.0	3.0	13.0	4.0	9.0	11.0	7.0
ENST00000520468	2372.0	2734.0	2423.0	2349.0	2280.0	2655.0	1919.0	2061.0	1377.0	1625.0	1575.0	1629.0
ENST00000341871	1.0	3.0	6.0	8.0	3.0	10.0	1.0	0.0	4.0	4.0	1.0	1.0
ENST00000357260	386.0	623.0	431.0	412.0	360.0	476.0	1607.0	1542.0	1115.0	1345.0	1276.0	1230.0
ENST00000249842	3.0	3.0	1.0	0.0	3.0	1.0	6.0	0.0	4.0	1.0	0.0	2.0
ENST00000695909	26.0	34.0	20.0	10.0	15.0	7.0	12.0	5.0	6.0	22.0	10.0	13.0
ENST00000429299	64.0	111.0	62.0	35.0	49.0	28.0	97.0	82.0	33.0	77.0	31.0	29.0
ENST00000263401	674.0	948.0	763.0	635.0	686.0	910.0	891.0	902.0	698.0	698.0	821.0	745.0
ENST00000609104	324.0	379.0	303.0	290.0	265.0	257.0	1077.0	1135.0	890.0	951.0	916.0	849.0
ENST00000379682	469.0	614.0	464.0	476.0	507.0	610.0	701.0	677.0	592.0	621.0	636.0	553.0
ENST00000326637	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	11.0	2.0	13.0
ENST00000368708	4.0	4.0	2.0	4.0	1.0	3.0	4.0	1.0	2.0	1.0	3.0	3.0
ENST00000603798	101.0	130.0	88.0	62.0	88.0	81.0	132.0	128.0	93.0	153.0	102.0	97.0
ENST00000369550	584.0	790.0	600.0	570.0	630.0	732.0	856.0	804.0	674.0	726.0	734.0	707.0
ENST00000425520	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000321063	6631.0	7854.0	7492.0	7211.0	7522.0	8736.0	19186.0	20438.0	17168.0	16102.0	21327.0	18549.0
ENST00000587652	0.0	0.0	0.0	0.0	0.0	0.0	10.0	19.0	5.0	8.0	0.0	6.0
ENST00000322049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000302938	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000323848	1496.0	1975.0	1625.0	1286.0	1186.0	1824.0	1816.0	1961.0	1482.0	1661.0	1498.0	1450.0
ENST00000358625	610.0	887.0	595.0	574.0	559.0	662.0	1237.0	1305.0	921.0	1079.0	1011.0	1035.0
ENST00000439466	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
ENST00000370068	94.0	132.0	94.0	115.0	110.0	146.0	185.0	206.0	173.0	148.0	246.0	194.0
ENST00000636805	1250.0	1410.0	1130.0	1077.0	1008.0	1300.0	1089.0	977.0	737.0	831.0	890.0	852.0
ENST00000187910	4.0	4.0	1.0	3.0	9.0	6.0	15.0	5.0	10.0	2.0	10.0	2.0
ENST00000370693	132.0	208.0	133.0	94.0	138.0	150.0	162.0	155.0	147.0	138.0	132.0	132.0
ENST00000521508	396.0	534.0	455.0	386.0	461.0	534.0	1765.0	1653.0	1379.0	1562.0	1402.0	1357.0
ENST00000553306	2.0	0.0	2.0	2.0	0.0	1.0	46.0	50.0	57.0	37.0	42.0	55.0
ENST00000397272	40.0	49.0	28.0	22.0	27.0	20.0	74.0	74.0	33.0	76.0	24.0	39.0
ENST00000243924	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0
ENST00000358739	5.0	7.0	10.0	5.0	10.0	12.0	0.0	2.0	0.0	2.0	0.0	5.0
ENST00000377960	411.0	588.0	443.0	375.0	371.0	400.0	664.0	623.0	439.0	576.0	450.0	462.0
ENST00000314259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000356433	1265.0	2014.0	1776.0	1543.0	1572.0	1992.0	1109.0	1133.0	787.0	966.0	907.0	875.0
ENST00000334583	245.0	363.0	286.0	286.0	272.0	354.0	396.0	416.0	317.0	294.0	329.0	330.0
ENST00000301919	1498.0	1937.0	1605.0	1576.0	1409.0	1851.0	1709.0	1801.0	1321.0	1518.0	1661.0	1395.0
ENST00000625377	258.0	372.0	322.0	258.0	264.0	362.0	643.0	666.0	526.0	511.0	622.0	561.0
ENST00000632372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000679454	479.0	650.0	503.0	486.0	510.0	666.0	969.0	1032.0	826.0	912.0	995.0	791.0
ENST00000641492	0.0	0.0	0.0	2.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0
ENST00000456197	2171.0	2662.0	2411.0	1993.0	2191.0	2809.0	3145.0	3007.0	2417.0	2727.0	2968.0	2403.0
ENST00000641137	4.0	2.0	2.0	0.0	4.0	3.0	2.0	1.0	0.0	0.0	2.0	2.0
ENST00000329858	28.0	42.0	35.0	17.0	13.0	16.0	46.0	39.0	23.0	46.0	13.0	20.0
ENST00000263795	24.0	29.0	20.0	10.0	18.0	20.0	27.0	42.0	27.0	39.0	17.0	23.0
ENST00000638394	1557.0	1962.0	1687.0	1454.0	1294.0	1563.0	2402.0	2428.0	1685.0	2155.0	1870.0	1862.0
ENST00000368192	905.0	1146.0	914.0	781.0	797.0	815.0	1531.0	1444.0	1162.0	1268.0	1133.0	1120.0
ENST00000642047	0.0	0.0	1.0	0.0	1.0	0.0	0.0	6.0	1.0	6.0	1.0	1.0
ENST00000380607	299.0	392.0	334.0	280.0	277.0	336.0	521.0	537.0	323.0	348.0	381.0	342.0
ENST00000594684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	4.0	0.0	2.0
ENST00000684430	3027.0	3247.0	2977.0	3083.0	2885.0	3279.0	3383.0	3422.0	2419.0	2984.0	2832.0	2824.0
ENST00000672957	969.0	1168.0	930.0	907.0	839.0	996.0	731.0	686.0	501.0	551.0	559.0	524.0
ENST00000374662	120.0	188.0	140.0	97.0	121.0	108.0	133.0	77.0	54.0	117.0	52.0	100.0
ENST00000533682	726.0	852.0	719.0	639.0	697.0	782.0	464.0	474.0	332.0	439.0	354.0	361.0
ENST00000329322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000526926	556.0	758.0	586.0	535.0	551.0	649.0	1042.0	1065.0	803.0	928.0	905.0	878.0
ENST00000553300	3545.0	4081.0	3790.0	3773.0	3636.0	3818.0	9866.0	9547.0	6898.0	8621.0	7156.0	7079.0
ENST00000215885	1.0	2.0	0.0	1.0	2.0	3.0	0.0	0.0	0.0	1.0	4.0	0.0
ENST00000262577	747.0	1040.0	885.0	737.0	711.0	906.0	1127.0	1027.0	687.0	893.0	819.0	783.0
ENST00000419783	1328.0	1695.0	1439.0	1338.0	1367.0	1369.0	5685.0	5071.0	3980.0	4698.0	3785.0	4000.0
ENST00000370938	173.0	221.0	188.0	146.0	147.0	216.0	98.0	111.0	87.0	121.0	120.0	112.0
ENST00000378842	82.0	130.0	105.0	71.0	69.0	86.0	214.0	234.0	144.0	203.0	229.0	193.0
ENST00000392708	2867.0	3524.0	3088.0	2474.0	2891.0	3432.0	2270.0	2162.0	1694.0	1960.0	1828.0	1662.0
ENST00000317615	933.0	1100.0	869.0	800.0	829.0	883.0	703.0	675.0	483.0	539.0	534.0	512.0
ENST00000538780	286.0	455.0	394.0	384.0	365.0	436.0	995.0	1037.0	788.0	796.0	1049.0	828.0
ENST00000651600	282.0	447.0	280.0	272.0	293.0	283.0	588.0	515.0	382.0	468.0	350.0	381.0
ENST00000263207	1148.0	1606.0	1386.0	1295.0	1374.0	1616.0	2007.0	2165.0	1526.0	1580.0	1709.0	1445.0
ENST00000281453	104.0	145.0	79.0	83.0	69.0	74.0	104.0	123.0	65.0	142.0	95.0	63.0
ENST00000382082	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000280706	11.0	3.0	6.0	4.0	7.0	10.0	3.0	1.0	0.0	0.0	0.0	1.0
ENST00000310544	0.0	1.0	0.0	2.0	3.0	2.0	1.0	1.0	2.0	0.0	5.0	0.0
ENST00000382762	292.0	432.0	312.0	278.0	288.0	334.0	1523.0	1350.0	1087.0	1333.0	1172.0	1174.0
ENST00000301258	5.0	4.0	1.0	3.0	2.0	3.0	6.0	2.0	4.0	7.0	1.0	10.0
ENST00000473414	843.0	1094.0	869.0	764.0	765.0	959.0	1284.0	1307.0	964.0	1147.0	1237.0	1042.0
ENST00000328300	1765.0	1569.0	1573.0	739.0	1075.0	891.0	1372.0	1187.0	704.0	1215.0	559.0	654.0
ENST00000400120	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
ENST00000396895	1.0	2.0	1.0	2.0	5.0	6.0	10.0	6.0	7.0	11.0	6.0	8.0
ENST00000545856	3206.0	3168.0	3009.0	2402.0	2724.0	3249.0	3072.0	3195.0	2523.0	2800.0	2562.0	2393.0
ENST00000308736	355.0	432.0	387.0	368.0	371.0	444.0	517.0	508.0	377.0	474.0	400.0	404.0
ENST00000273075	540.0	703.0	528.0	468.0	444.0	541.0	886.0	803.0	550.0	769.0	517.0	559.0
ENST00000518237	0.0	0.0	0.0	1.0	0.0	1.0	34.0	35.0	38.0	32.0	32.0	33.0
ENST00000318881	143.0	139.0	117.0	121.0	102.0	128.0	290.0	337.0	207.0	259.0	249.0	275.0
ENST00000260327	640.0	719.0	549.0	505.0	511.0	647.0	855.0	966.0	737.0	881.0	795.0	731.0
ENST00000380034	236.0	328.0	220.0	173.0	190.0	171.0	301.0	280.0	197.0	274.0	162.0	157.0
ENST00000229307	3.0	1.0	2.0	3.0	1.0	1.0	2.0	7.0	15.0	16.0	9.0	9.0
ENST00000682664	374.0	402.0	352.0	291.0	306.0	366.0	632.0	656.0	479.0	607.0	533.0	524.0
ENST00000582441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000263228	1798.0	2484.0	2095.0	2009.0	2028.0	2330.0	4588.0	4736.0	3501.0	4058.0	4102.0	3720.0
ENST00000302514	1048.0	1369.0	1181.0	1116.0	1022.0	1262.0	750.0	713.0	510.0	547.0	607.0	550.0
ENST00000372587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
ENST00000368811	3275.0	3319.0	3092.0	3008.0	2862.0	2936.0	5913.0	5178.0	3882.0	4978.0	3651.0	3959.0
ENST00000275198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000234071	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
ENST00000320676	896.0	1092.0	961.0	952.0	912.0	1013.0	3357.0	3552.0	2674.0	2971.0	3115.0	2913.0
ENST00000357068	76.0	128.0	119.0	79.0	69.0	53.0	130.0	122.0	83.0	128.0	81.0	83.0
ENST00000356928	386.0	454.0	422.0	522.0	488.0	667.0	397.0	427.0	363.0	327.0	472.0	445.0
ENST00000636125	1.0	0.0	1.0	1.0	3.0	1.0	0.0	1.0	1.0	2.0	0.0	0.0
ENST00000544088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ENST00000283131	6321.0	6946.0	6295.0	5521.0	5843.0	7138.0	5563.0	5590.0	4273.0	4850.0	4782.0	4442.0
ENST00000369784	606.0	793.0	637.0	553.0	521.0	664.0	236.0	296.0	193.0	185.0	169.0	177.0
ENST00000360845	815.0	998.0	852.0	737.0	837.0	1001.0	716.0	733.0	575.0	635.0	536.0	629.0
ENST00000314011	556.0	774.0	548.0	657.0	664.0	800.0	934.0	906.0	749.0	796.0	892.0	836.0
ENST00000358514	387.0	556.0	391.0	325.0	291.0	283.0	380.0	333.0	222.0	349.0	235.0	254.0
ENST00000313733	829.0	1015.0	838.0	710.0	848.0	1015.0	1349.0	1389.0	1046.0	1344.0	1222.0	1009.0
ENST00000373973	1.0	0.0	0.0	3.0	2.0	2.0	4.0	1.0	5.0	2.0	2.0	5.0
ENST00000297988	0.0	0.0	0.0	0.0	0.0	0.0	4.0	5.0	6.0	10.0	9.0	3.0
ENST00000372429	684.0	916.0	780.0	650.0	688.0	924.0	1273.0	1263.0	953.0	1090.0	1148.0	952.0
ENST00000300784	1282.0	1819.0	1585.0	1503.0	1455.0	1869.0	1177.0	1147.0	820.0	1088.0	1028.0	944.0
